date,temp_mean,temp_max,temp_min,cloud_mean,cloud_max,humidity_mean,pressure_mean,wind_mean,wind_max,precip_sum,label
2020-02-04,22.05,24.1,18.7,56.583333333333336,100,85.79166666666667,1016.0749999999999,9.516666666666667,17.0,0.0,cloudy
2020-02-05,22.208333333333332,24.5,19.1,48.291666666666664,95,83.70833333333333,1016.2708333333334,7.979166666666667,13.9,0.4,rain
2020-02-06,22.25,25.2,19.6,42.75,94,83.0,1015.7916666666666,11.645833333333334,20.1,0.0,cloudy
2020-02-07,22.1375,24.3,18.4,54.375,100,85.125,1017.2291666666666,8.158333333333333,14.8,0.1,cloudy
2020-02-08,22.8125,24.3,20.7,52.458333333333336,99,84.08333333333333,1019.3208333333333,12.916666666666666,21.5,4.4,rain
2020-02-09,22.52916666666667,23.8,21.8,33.916666666666664,69,79.45833333333333,1020.6999999999999,24.629166666666666,31.7,3.0,rain
2020-02-10,22.258333333333336,23.3,21.4,85.04166666666667,100,78.29166666666667,1019.2083333333334,15.9125,21.3,4.6,rain
2020-02-11,22.724999999999998,24.3,21.2,86.08333333333333,100,89.04166666666667,1017.4083333333333,8.504166666666666,13.2,2.9000000000000004,rain
2020-02-12,23.72083333333333,25.9,20.5,42.625,100,89.04166666666667,1015.125,12.9625,21.6,0.0,cloudy
2020-02-13,24.804166666666664,27.4,22.3,37.625,70,89.0,1012.0375,14.829166666666666,21.3,0.0,cloudy
2020-02-14,24.741666666666664,27.4,22.4,52.0,100,90.16666666666667,1009.5124999999999,13.166666666666666,23.4,0.0,cloudy
2020-02-15,24.683333333333334,27.3,22.4,23.541666666666668,100,91.33333333333333,1010.2333333333332,11.9375,23.4,0.0,cloudy
2020-02-16,23.27916666666667,27.9,21.1,64.625,100,86.5,1015.15,20.995833333333334,43.1,0.1,cloudy
2020-02-17,20.754166666666666,21.4,19.6,100.0,100,83.75,1021.5333333333333,17.325,21.9,20.4,rain
2020-02-18,20.695833333333333,21.5,19.5,95.125,100,84.16666666666667,1021.2041666666668,17.370833333333334,26.0,27.3,rain
2020-02-19,21.9375,23.7,19.9,60.666666666666664,100,81.29166666666667,1020.1625,10.833333333333334,16.1,6.0,rain
2020-02-20,22.087500000000002,24.7,19.5,53.75,100,82.95833333333333,1020.1750000000001,9.041666666666666,17.4,3.7,rain
2020-02-21,22.275000000000002,24.0,20.0,51.125,94,81.79166666666667,1022.5625,13.420833333333334,24.3,4.7,rain
2020-02-22,22.195833333333336,23.6,21.2,32.291666666666664,63,82.5,1022.9333333333334,15.362499999999999,22.4,2.3,rain
2020-02-23,22.179166666666664,24.0,20.8,25.625,80,78.79166666666667,1021.3083333333334,10.654166666666667,18.8,2.7,rain
2020-02-24,21.295833333333334,24.4,18.0,53.0,98,84.79166666666667,1017.8625000000001,6.595833333333334,13.0,0.0,cloudy
2020-02-25,21.6875,24.2,17.6,29.041666666666668,87,86.58333333333333,1015.8458333333333,7.320833333333333,15.1,0.0,cloudy
2020-02-26,22.7375,24.7,20.4,37.875,100,89.95833333333333,1016.1916666666666,6.345833333333334,13.4,0.5,rain
2020-02-27,22.71666666666667,24.5,20.1,68.45833333333333,95,89.54166666666667,1015.9041666666667,8.766666666666667,17.0,1.1,rain
2020-02-28,22.683333333333334,24.4,19.7,65.70833333333333,99,89.04166666666667,1014.5708333333333,6.8500000000000005,13.2,2.5,rain
2020-02-29,23.575,25.3,21.0,39.416666666666664,100,90.29166666666667,1012.6291666666666,8.679166666666667,17.5,1.0,rain
2020-03-01,24.079166666666666,26.3,21.1,58.416666666666664,100,90.75,1012.5875,10.729166666666666,21.4,0.1,cloudy
2020-03-02,24.458333333333332,26.3,23.2,59.416666666666664,95,88.08333333333333,1013.125,15.9125,23.3,0.2,cloudy
2020-03-03,24.370833333333334,26.1,22.7,41.791666666666664,91,87.58333333333333,1013.4166666666666,16.108333333333334,21.7,0.4,rain
2020-03-04,24.34166666666667,25.9,23.3,76.08333333333333,100,88.625,1013.375,15.883333333333333,21.5,10.5,rain
2020-03-05,24.179166666666664,25.5,23.2,82.75,100,86.66666666666667,1014.6333333333333,10.666666666666666,15.5,18.9,rain
2020-03-06,24.083333333333332,25.7,22.2,80.0,100,88.375,1014.3166666666666,7.254166666666666,15.6,1.6,rain
2020-03-07,24.3125,26.2,22.2,52.041666666666664,97,91.79166666666667,1011.8958333333334,9.258333333333333,15.0,0.0,cloudy
2020-03-08,25.287499999999998,28.1,22.9,28.708333333333332,100,91.33333333333333,1008.2833333333333,11.125,21.0,0.0,cloudy
2020-03-09,26.291666666666668,31.4,23.2,26.916666666666668,100,88.16666666666667,1006.0083333333333,10.091666666666667,21.3,0.0,cloudy
